mh_2;mh_1;d;err;phhinit;md_0;md_1;pdhinit;time;phh1;pdh0;vh_1;pdh1;vd_1;vd_0;rdd;rhd;rhh;vh_2;f_0;phh2;f_1;file
0.675;0.1;0.5;0.02;0.5;0.55;1;0.5;54865;0.999965;0.999013;1.47698;0.999974;0.624492;0.988203;0.15895;0.156647;0.142875;1.00015;1.14995e-09;0.9999;0.000145768;./core_1150/iter_freqdep_10_12_2016_153630_587142919
0.675;0.1;1;0;0.5;0.55;1;0.5;1596262;0.999;0.517434;1.52371;0.999;0.675272;0.855346;0;0;0;1.00076;1.23042e-09;0.9999;0.000135163;./core_1151/iter_freqdep_10_12_2016_153622_835128324
0.675;0.1;1;0.02;0.5;0.55;1;0.5;42036;0.999911;0.999012;1.50858;0.999911;0.668692;0.942073;0;0;0;0.990692;1.5304e-09;0.9999;0.000147637;./core_1151/iter_freqdep_10_12_2016_153627_511539063
0.7;0.1;0.1;0;0.5;0.55;1;0.5;2081958;0.640362;0.544423;1.42798;0.999;0.590674;0.976098;0.389612;0.417377;0.290361;1.00078;4.31751e-06;0.9999;0.000172624;./core_1152/iter_freqdep_10_12_2016_153627_158865086
0.7;0.1;0.1;0.02;0.5;0.55;1;0.5;80622;0.99999;0.99901;1.44102;0.999928;0.584922;1.00452;0.700205;0.31856;0.290364;1.00017;8.93041e-10;0.9999;0.000149446;./core_1152/iter_freqdep_10_12_2016_153633_798691667
0.7;0.1;0.5;0;0.5;0.55;1;0.5;1458036;0.804271;0.53565;1.46327;0.999;0.635893;0.916798;0.215927;0.185394;0.142873;0.996963;9.27498e-07;0.9999;0.000159052;./core_1153/iter_freqdep_10_12_2016_153620_92478675
0.7;0.1;0.5;0.02;0.5;0.55;1;0.5;57137;0.999908;0.99901;1.47548;0.999924;0.631661;0.999975;0.261806;0.156568;0.142875;0.991324;1.19668e-09;0.9999;0.000150974;./core_1153/iter_freqdep_10_12_2016_153625_124955291
0.7;0.1;1;0;0.5;0.55;1;0.5;1590882;0.999;0.518014;1.52538;0.999;0.690749;0.882627;0;0;0;0.987117;1.27611e-09;0.9999;0.000140175;./core_1154/iter_freqdep_10_12_2016_153625_51427479
0.7;0.1;1;0.02;0.5;0.55;1;0.5;44555;0.999942;0.999019;1.50641;0.999942;0.682277;0.961223;0;0;0;0.974721;1.57422e-09;0.9999;0.000152668;./core_1154/iter_freqdep_10_12_2016_153629_958143188
0.725;0.1;0.1;0;0.5;0.55;1;0.5;2006362;0.635523;0.544539;1.42847;0.999;0.592473;0.980338;0.3903;0.418435;0.290361;0.999153;4.55056e-06;0.9999;0.000179565;./core_1155/iter_freqdep_10_12_2016_153621_586159740
0.725;0.1;0.1;0.02;0.5;0.55;1;0.5;80045;0.99999;0.999009;1.44073;0.9999;0.586446;1.00731;0.282826;0.318662;0.290364;0.998328;9.07463e-10;0.9999;0.000154798;./core_1155/iter_freqdep_10_12_2016_153627_551973724
0.725;0.1;0.5;0;0.5;0.55;1;0.5;1407788;0.795968;0.536431;1.46419;0.999;0.643904;0.933291;0.21647;0.186284;0.142873;0.989488;1.00943e-06;0.9999;0.000166183;./core_1156/iter_freqdep_10_12_2016_153623_362468100
0.725;0.1;0.5;0.02;0.5;0.55;1;0.5;59890;0.999982;0.999014;1.47395;0.999968;0.638685;1.01151;0.175251;0.156611;0.142875;0.982624;1.22476e-09;0.9999;0.000156051;./core_1156/iter_freqdep_10_12_2016_153627_995858077
0.725;0.1;1;0;0.5;0.55;1;0.5;1601577;0.999;0.518582;1.52633;0.999;0.705497;0.909291;0;0;0;0.973407;1.32179e-09;0.9999;0.000145187;./core_1157/iter_freqdep_10_12_2016_153625_412502381
0.725;0.1;1;0.02;0.5;0.55;1;0.5;47609;0.999929;0.999016;1.50436;0.999929;0.695454;0.9798;0;0;0;0.959288;1.61612e-09;0.9999;0.00015762;./core_1157/iter_freqdep_10_12_2016_153630_240662420
0.75;0.1;0.1;0;0.5;0.55;1;0.5;1935933;0.630625;0.544654;1.42895;0.999;0.594257;0.984565;0.390995;0.419503;0.290361;0.997512;4.79086e-06;0.9999;0.000186579;./core_1158/iter_freqdep_10_12_2016_153624_510919372
0.75;0.1;0.1;0.02;0.5;0.55;1;0.5;79624;0.999945;0.999007;1.44042;0.999935;0.587958;1.01007;0.5883;0.318533;0.290364;0.996481;9.60448e-10;0.9999;0.000160198;./core_1158/iter_freqdep_10_12_2016_153629_385472848
0.75;0.1;0.5;0;0.5;0.55;1;0.5;1362223;0.787199;0.537236;1.46492;0.999;0.651671;0.949536;0.217048;0.187215;0.142873;0.981917;1.0986e-06;0.9999;0.000173543;./core_1159/iter_freqdep_10_12_2016_153626_281919753
0.75;0.1;0.5;0.02;0.5;0.55;1;0.5;63229;0.999907;0.999009;1.47238;0.9999;0.645557;1.02279;0.0708199;0.156577;0.142875;0.974026;1.24319e-09;0.9999;0.000161141;./core_1159/iter_freqdep_10_12_2016_153631_445135376
0.75;0.1;1;0;0.5;0.55;1;0.5;1630519;0.999;0.519138;1.52662;0.999;0.719545;0.935351;0;0;0;0.959676;1.36749e-09;0.9999;0.000150199;./core_1160/iter_freqdep_10_12_2016_153626_273011975
0.75;0.1;1;0.02;0.5;0.55;1;0.5;51347;0.999936;0.999013;1.50247;0.999936;0.708264;0.997862;0;0;0;0.944395;1.65674e-09;0.9999;0.000162534;./core_1160/iter_freqdep_10_12_2016_153630_74155273
0.775;0.1;0.1;0;0.5;0.55;1;0.5;1870164;0.625665;0.544767;1.42942;0.999;0.596029;0.98878;0.391695;0.420579;0.290361;0.995858;5.03867e-06;0.9999;0.00019367;./core_1161/iter_freqdep_10_12_2016_153618_937920036
0.775;0.1;0.1;0.02;0.5;0.55;1;0.5;79355;0.999928;0.999011;1.44011;0.999906;0.58946;1.01282;0.622473;0.318478;0.290364;0.994632;9.7448e-10;0.9999;0.000165505;./core_1161/iter_freqdep_10_12_2016_153624_705889201
0.775;0.1;0.5;0;0.5;0.55;1;0.5;1320790;0.777921;0.538068;1.4655;0.999;0.659209;0.965551;0.217663;0.188188;0.142873;0.974277;1.1959e-06;0.9999;0.000181161;./core_1162/iter_freqdep_10_12_2016_153625_462091544
0.775;0.1;0.5;0.02;0.5;0.55;1;0.5;67303;0.999926;0.999013;1.47082;0.999974;0.652295;1.03386;0.156167;0.156542;0.142875;0.965567;1.29723e-09;0.9999;0.000166184;./core_1162/iter_freqdep_10_12_2016_153630_836421820
0.775;0.1;1;0;0.5;0.55;1;0.5;1681260;0.999;0.519682;1.52627;0.999;0.732903;0.960796;0;0;0;0.945941;1.41319e-09;0.9999;0.000155212;./core_1163/iter_freqdep_10_12_2016_153621_926071886
0.775;0.1;1;0.02;0.5;0.55;1;0.5;55984;0.999949;0.999016;1.50082;0.999949;0.720771;1.0155;0;0;0;0.930073;1.69511e-09;0.9999;0.000167358;./core_1163/iter_freqdep_10_12_2016_153626_893803657
0.8;0.1;0.1;0;0.5;0.55;1;0.5;1808612;0.620642;0.544878;1.4299;0.999;0.597788;0.992985;0.392402;0.421665;0.290361;0.994192;5.29426e-06;0.9999;0.00020084;./core_1164/iter_freqdep_10_12_2016_153620_111845092
0.8;0.1;0.1;0.02;0.5;0.55;1;0.5;79232;0.9999;0.999008;1.43978;0.999923;0.590951;1.01554;0.754771;0.318577;0.290364;0.992784;9.99082e-10;0.9999;0.000170874;./core_1164/iter_freqdep_10_12_2016_153625_997946654
0.8;0.1;0.5;0;0.5;0.55;1;0.5;1282979;0.768085;0.538929;1.46597;0.999;0.666528;0.981349;0.21832;0.189209;0.142873;0.966587;1.30237e-06;0.9999;0.000189071;./core_1165/iter_freqdep_10_12_2016_153623_794704206
0.8;0.1;0.5;0.02;0.5;0.55;1;0.5;72318;0.999974;0.999012;1.4693;0.999956;0.658926;1.04475;0.2029;0.156524;0.142875;0.957262;1.32296e-09;0.9999;0.000171166;./core_1165/iter_freqdep_10_12_2016_153628_103783541
0.8;0.1;1;0;0.5;0.55;1;0.5;1759744;0.999;0.520213;1.52538;0.999;0.745612;0.985659;0;0;0;0.932252;1.4589e-09;0.9999;0.000160225;./core_1166/iter_freqdep_10_12_2016_153624_514016915
0.8;0.1;1;0.02;0.5;0.55;1;0.5;61842;0.999975;0.999013;1.49946;0.999975;0.733019;1.03277;0;0;0;0.916322;1.73275e-09;0.9999;0.000172164;./core_1166/iter_freqdep_10_12_2016_153629_939755099
0.825;0.1;0.1;0;0.5;0.55;1;0.5;1750887;0.615554;0.544988;1.43037;0.999;0.599534;0.99718;0.393116;0.422761;0.290361;0.992514;5.5579e-06;0.9999;0.000208094;./core_1167/iter_freqdep_10_12_2016_153623_589317261
0.825;0.1;0.1;0.02;0.5;0.55;1;0.5;79255;0.99994;0.999006;1.43945;0.999976;0.592433;1.01825;0.448987;0.318586;0.290364;0.990935;1.04903e-09;0.9999;0.000176248;./core_1167/iter_freqdep_10_12_2016_153630_49749828
0.825;0.1;0.5;0;0.5;0.55;1;0.5;1248307;0.757637;0.539823;1.46638;0.999;0.673641;0.996943;0.219021;0.190283;0.142873;0.958863;1.41925e-06;0.9999;0.000197314;./core_1168/iter_freqdep_10_12_2016_153619_643330174
0.825;0.1;0.5;0.02;0.5;0.55;1;0.5;78578;0.9999;0.999007;1.46784;0.999911;0.665462;1.05549;0.315944;0.156478;0.142875;0.949124;1.35035e-09;0.9999;0.000176134;./core_1168/iter_freqdep_10_12_2016_153623_709478627
0.825;0.1;1;0;0.5;0.55;1;0.5;1875570;0.999;0.520732;1.52393;0.999;0.757667;1.00991;0;0;0;0.918599;1.50462e-09;0.9999;0.000165239;./core_1169/iter_freqdep_10_12_2016_153627_143278591
0.825;0.1;1;0.02;0.5;0.55;1;0.5;69431;0.999907;0.999009;1.49835;0.999907;0.745023;1.0497;0;0;0;0.903107;1.76806e-09;0.9999;0.000176868;./core_1169/iter_freqdep_10_12_2016_153632_822222701
0.85;0.1;0.1;0;0.5;0.55;1;0.5;1696646;0.610399;0.545096;1.43084;0.999;0.601267;1.00136;0.393837;0.423868;0.290361;0.990823;5.82993e-06;0.9999;0.000215433;./core_1170/iter_freqdep_10_12_2016_153620_92803929
0.85;0.1;0.1;0.02;0.5;0.55;1;0.5;79424;0.999917;0.999008;1.43911;0.999947;0.593904;1.02094;0.520328;0.318523;0.290364;0.989085;1.07765e-09;0.9999;0.000181569;./core_1170/iter_freqdep_10_12_2016_153625_568948163
0.85;0.1;0.5;0;0.5;0.55;1;0.5;1216294;0.746519;0.540754;1.46675;0.999;0.680552;1.01234;0.219771;0.191413;0.142873;0.951112;1.54797e-06;0.9999;0.000205939;./core_1171/iter_freqdep_10_12_2016_153625_49562474
0.85;0.1;0.5;0.02;0.5;0.55;1;0.5;86545;0.999977;0.999008;1.46648;0.99991;0.671921;1.06609;0.305783;0.156436;0.142875;0.941169;1.38175e-09;0.9999;0.000181021;./core_1171/iter_freqdep_10_12_2016_153629_816393656
0.85;0.1;1;0;0.5;0.55;1;0.5;1979582;0.99249;0.52124;1.52131;0.99249;0.768355;1.03293;0;0;0;0.90503;1.58529e-09;0.9999;0.000172161;./core_1172/iter_freqdep_10_12_2016_153621_586518656
0.85;0.1;1;0.02;0.5;0.55;1;0.5;79597;0.999917;0.999011;1.49758;0.999917;0.756833;1.06635;0;0;0;0.890444;1.80155e-09;0.9999;0.000181517;./core_1172/iter_freqdep_10_12_2016_153627_63554304
0.875;0.1;0.1;0;0.5;0.55;1;0.5;1645590;0.605175;0.545202;1.43131;0.999;0.602986;1.00554;0.394566;0.424985;0.290361;0.989116;6.11064e-06;0.9999;0.000222862;./core_1173/iter_freqdep_10_12_2016_153623_314083861
0.875;0.1;0.1;0.02;0.5;0.55;1;0.5;79740;0.999991;0.999007;1.43875;0.999912;0.595364;1.02361;0.73887;0.318548;0.290364;0.987232;1.09601e-09;0.9999;0.000186885;./core_1173/iter_freqdep_10_12_2016_153628_347781511
0.875;0.1;0.5;0;0.5;0.55;1;0.5;1186410;0.734668;0.541726;1.46712;0.999;0.68727;1.02754;0.220573;0.192607;0.142873;0.943347;1.69022e-06;0.9999;0.000215001;./core_1174/iter_freqdep_10_12_2016_153621_432592476
0.875;0.1;0.5;0.02;0.5;0.55;1;0.5;96948;0.99995;0.999008;1.46522;0.99997;0.678309;1.07658;0.160757;0.156434;0.142875;0.933397;1.42651e-09;0.9999;0.000185895;./core_1174/iter_freqdep_10_12_2016_153625_878434796
0.875;0.1;1;0;0.5;0.55;1;0.5;1683539;0.942209;0.521734;1.51427;0.942209;0.774099;1.05151;0;0;0;0.891536;1.96845e-09;0.9999;0.00019464;./core_1175/iter_freqdep_10_12_2016_153625_413557442
0.875;0.1;1;0.02;0.5;0.55;1;0.5;93857;0.999968;0.999007;1.49709;0.999968;0.768449;1.08274;0;0;0;0.878283;1.83412e-09;0.9999;0.000186141;./core_1175/iter_freqdep_10_12_2016_153629_963951008
0.9;0.1;0.1;0;0.5;0.55;1;0.5;1597441;0.599878;0.545307;1.43178;0.999;0.604693;1.0097;0.395302;0.426113;0.290361;0.987398;6.40038e-06;0.9999;0.000230384;./core_1176/iter_freqdep_10_12_2016_153624_510647926
0.9;0.1;0.1;0.02;0.5;0.55;1;0.5;80207;0.999923;0.99901;1.43838;0.999969;0.596814;1.02626;0.456819;0.318555;0.290364;0.985378;1.14574e-09;0.9999;0.000192197;./core_1176/iter_freqdep_10_12_2016_153628_654852995
0.9;0.1;0.5;0;0.5;0.55;1;0.5;1158037;0.722019;0.542745;1.46751;0.999;0.693796;1.04255;0.221431;0.193867;0.142873;0.935567;1.848e-06;0.9999;0.000224567;./core_1177/iter_freqdep_10_12_2016_153626_281797184
0.9;0.1;0.5;0.02;0.5;0.55;1;0.5;111015;0.999936;0.999004;1.46412;0.999994;0.684656;1.08699;0.0928711;0.156408;0.142875;0.925838;1.43876e-09;0.9999;0.000190679;./core_1177/iter_freqdep_10_12_2016_153630_750599231
0.9;0.1;1;0;0.5;0.55;1;0.5;1336830;0.885283;0.522216;1.50757;0.885283;0.780128;1.07018;0;0;0;0.878127;2.59783e-09;0.9999;0.00022677;./core_1178/iter_freqdep_10_12_2016_153626_272687097
0.9;0.1;1;0.02;0.5;0.55;1;0.5;115227;0.99992;0.999005;1.49683;0.99992;0.779868;1.09884;0;0;0;0.866578;1.86394e-09;0.9999;0.000190636;./core_1178/iter_freqdep_10_12_2016_153629_243170989
0.925;0.1;0.1;0;0.5;0.55;1;0.5;1551953;0.594508;0.54541;1.43225;0.999;0.606388;1.01385;0.396045;0.427253;0.290361;0.985669;6.69952e-06;0.9999;0.000238003;./core_1179/iter_freqdep_10_12_2016_153618_938478186
0.925;0.1;0.1;0.02;0.5;0.55;1;0.5;80829;0.999968;0.99901;1.43801;0.999958;0.598256;1.0289;0.560099;0.318583;0.290364;0.983526;1.18734e-09;0.9999;0.00019751;./core_1179/iter_freqdep_10_12_2016_153623_690680680
0.925;0.1;0.5;0;0.5;0.55;1;0.5;1130365;0.708509;0.543818;1.46796;0.999;0.700134;1.05737;0.222349;0.195199;0.142874;0.927776;2.02358e-06;0.9999;0.000234716;./core_1180/iter_freqdep_10_12_2016_153625_764066893
0.925;0.1;0.5;0.02;0.5;0.55;1;0.5;131003;0.99992;0.999006;1.46301;0.999938;0.690884;1.09722;0.229339;0.15633;0.142875;0.918381;1.47859e-09;0.9999;0.000195428;./core_1180/iter_freqdep_10_12_2016_153629_891721317
0.925;0.1;1;0;0.5;0.55;1;0.5;904633;0.819761;0.522686;1.50156;0.819761;0.786843;1.08928;0;0;0;0.864781;3.78338e-09;0.9999;0.000277432;./core_1181/iter_freqdep_10_12_2016_153622_11758682
0.925;0.1;1;0.02;0.5;0.55;1;0.5;150671;0.999954;0.999006;1.49667;0.999954;0.791039;1.1146;0;0;0;0.855238;1.89213e-09;0.9999;0.000195085;./core_1181/iter_freqdep_10_12_2016_153624_610967574
0.95;0.1;0.1;0;0.5;0.55;1;0.5;1508907;0.589062;0.545512;1.43273;0.999;0.608073;1.018;0.396797;0.428405;0.290362;0.983933;7.00843e-06;0.9999;0.000245723;./core_1182/iter_freqdep_10_12_2016_153620_93149718
0.95;0.1;0.1;0.02;0.5;0.55;1;0.5;81613;0.999967;0.999008;1.43763;0.999923;0.59969;1.03153;0.656069;0.31853;0.290364;0.981678;1.21926e-09;0.9999;0.000202826;./core_1182/iter_freqdep_10_12_2016_153625_59387957
0.95;0.1;0.5;0;0.5;0.55;1;0.5;1102243;0.69409;0.544954;1.46848;0.999;0.706281;1.072;0.223327;0.196605;0.142874;0.919968;2.21952e-06;0.9999;0.000245535;./core_1183/iter_freqdep_10_12_2016_153613_999554097
0.95;0.1;0.5;0.02;0.5;0.55;1;0.5;161465;0.999984;0.999005;1.46203;0.999948;0.697073;1.10738;0.217613;0.15633;0.142875;0.91112;1.49842e-09;0.9999;0.000200099;./core_1183/iter_freqdep_10_12_2016_153617_966657354
0.95;0.1;1;0;0.5;0.55;1;0.5;293685;0.742097;0.523144;1.49682;0.742097;0.794916;1.10944;0;0;0;0.851461;6.63573e-09;0.9999;0.000372332;./core_1184/iter_freqdep_10_12_2016_153623_794704280
0.95;0.1;1;0.02;0.5;0.55;1;0.5;220696;0.999939;0.999004;1.49642;0.999939;0.801864;1.12987;0;0;0;0.84413;1.91909e-09;0.9999;0.000199484;./core_1184/iter_freqdep_10_12_2016_153624_890602173
0.975;0.1;0.1;0;0.5;0.55;1;0.5;1468103;0.583537;0.545612;1.43322;0.999;0.609749;1.02215;0.397558;0.429569;0.290362;0.98219;7.32751e-06;0.9999;0.000253549;./core_1185/iter_freqdep_10_12_2016_153624_513652817
0.975;0.1;0.1;0.02;0.5;0.55;1;0.5;82569;0.999917;0.999007;1.43725;0.999968;0.601116;1.03414;0.456513;0.31853;0.290364;0.979833;1.23075e-09;0.9999;0.000208099;./core_1185/iter_freqdep_10_12_2016_153630_175294630
0.975;0.1;0.5;0;0.5;0.55;1;0.5;699;0.638666;0.540283;1.4887;0.792765;0.67728;1.06248;0.448103;0.198312;0.14286;0.912134;1.29749e-06;0.9999;4.68911e-05;./core_1186/iter_freqdep_10_12_2016_153623_589137318
0.975;0.1;0.5;0.02;0.5;0.55;1;0.5;213317;0.999933;0.999003;1.46133;0.999937;0.703288;1.11757;0.232327;0.156261;0.142875;0.904132;1.53277e-09;0.9999;0.000204754;./core_1186/iter_freqdep_10_12_2016_153623_904579836
0.975;0.1;1;0;0.5;0.55;1;0.5;564;0.715044;0.523591;1.4973;0.715044;0.808973;1.13498;0;0;0;0.838028;5.15132e-10;0.9999;9.6121e-05;./core_1187/iter_freqdep_10_12_2016_153620_506132797
0.975;0.1;1;0.02;0.5;0.55;1;0.5;423469;0.999999;0.999002;1.49614;0.999999;0.812393;1.14472;0;0;0;0.833289;1.94185e-09;0.9999;0.000203597;./core_1187/iter_freqdep_10_12_2016_153620_820070461
1;0.1;0.1;0;0.5;0.55;1;0.5;1429363;0.577932;0.545711;1.43373;0.999;0.611417;1.02629;0.398327;0.430746;0.290362;0.980441;7.65719e-06;0.9999;0.000261485;./core_1188/iter_freqdep_10_12_2016_153619_643087462
1;0.1;0.1;0.02;0.5;0.55;1;0.5;83710;0.999976;0.999011;1.43686;0.999956;0.602534;1.03673;0.584681;0.31857;0.290364;0.97799;1.27769e-09;0.9999;0.00021335;./core_1188/iter_freqdep_10_12_2016_153624_211891676
1;0.1;0.5;0;0.5;0.55;1;0.5;1035950;0.662574;0.547466;1.46973;0.999;0.71793;1.10058;0.225447;0.199612;0.142874;0.904208;2.68246e-06;0.9999;0.000269565;./core_1189/iter_freqdep_10_12_2016_153627_156279326
1;0.1;0.5;0.02;0.5;0.55;1;0.5;321119;0.999999;0.999002;1.46055;0.999989;0.709367;1.12754;0.0809334;0.156282;0.142875;0.897196;1.49336e-09;0.9999;0.000209211;./core_1189/iter_freqdep_10_12_2016_153630_938444321
1;0.1;1;0;0.5;0.55;1;0.5;729;0.719714;0.524029;1.49711;0.719714;0.821673;1.15774;0;0;0;0.823705;9.23986e-07;0.99903;0.00449206;./core_1190/iter_freqdep_10_12_2016_153620_25226638
1;0.1;1;0.02;0.5;0.55;1;0.5;681783;0.945496;0.634915;1.03393;0.945496;0.567443;0.799464;0;0;0;0.568699;1.29776e-06;0.9999;0.005322;./core_1190/iter_freqdep_10_12_2016_153620_286020713
1.025;0.1;0.1;0;0.5;0.55;1;0.5;1392522;0.572242;0.545808;1.43425;0.999;0.613077;1.03043;0.399105;0.431937;0.290362;0.978687;7.99793e-06;0.9999;0.000269537;./core_1191/iter_freqdep_10_12_2016_153625_50597064
1.025;0.1;0.1;0.02;0.5;0.55;1;0.5;85050;0.999975;0.999007;1.43642;0.999999;0.603924;1.03928;0.327102;0.318614;0.290364;0.976117;1.27647e-09;0.9999;0.000218608;./core_1191/iter_freqdep_10_12_2016_153629_770661138
1.025;0.1;0.5;0;0.5;0.55;1;0.5;916733;0.646325;0.548625;1.47143;0.988624;0.722026;1.11355;0.323685;0.295025;0.142858;0.89611;4.89362e-07;0.9999;1.43803e-05;./core_1192/iter_freqdep_10_12_2016_153621_586148798
1.025;0.1;0.5;0.02;0.5;0.55;1;0.5;690835;0.999909;0.999001;1.45959;0.999919;0.715258;1.13721;0.25859;0.156152;0.142875;0.890249;1.53357e-09;0.9999;0.000213749;./core_1192/iter_freqdep_10_12_2016_153624_602687506
1.025;0.1;1;0;0.5;0.55;1;0.5;1097;0.724106;0.524455;1.49294;0.724106;0.812239;1.1485;0;0;0;0.811223;0.000156085;0.986223;0.0575844;./core_1193/iter_freqdep_10_12_2016_153623_365128588
1.025;0.1;1;0.02;0.5;0.55;1;0.5;1134;0.727602;0.529111;1.49231;0.727602;0.8119;1.14802;0;0;0;0.810884;0.000156089;0.99093;0.0575852;./core_1193/iter_freqdep_10_12_2016_153623_817571186
1.05;0.1;0.1;0;0.5;0.55;1;0.5;1357435;0.566466;0.545904;1.43479;0.999;0.614729;1.03458;0.399893;0.433142;0.290362;0.976928;8.35021e-06;0.9999;0.000277709;./core_1194/iter_freqdep_10_12_2016_153621_432679407
1.05;0.1;0.1;0.02;0.5;0.55;1;0.5;86613;0.999927;0.999006;1.43581;0.9999;0.605234;1.04168;0.301258;0.31856;0.290364;0.97413;1.31595e-09;0.9999;0.000223871;./core_1194/iter_freqdep_10_12_2016_153626_370802174
1.05;0.1;0.5;0;0.5;0.55;1;0.5;1109;0.64409;0.54628;1.48623;0.85336;0.708278;1.1143;0.407824;0.19596;0.142862;0.887435;1.41721e-06;0.9999;6.93306e-05;./core_1195/iter_freqdep_10_12_2016_153625_413770717
1.05;0.1;0.5;0.02;0.5;0.55;1;0.5;297169;3.86809e-05;0.999005;1.47786;0.9999;0.719707;1.14308;0.252917;0.285319;0.144823;0.890942;0.00229739;0.992557;0.0890165;./core_1195/iter_freqdep_10_12_2016_153625_953568039
1.05;0.1;1;0;0.5;0.55;1;0.5;1218;0.727971;0.524866;1.48983;0.727971;0.802383;1.13818;0;0;0;0.800348;0.000576004;0.971802;0.108851;./core_1196/iter_freqdep_10_12_2016_153624_510750296
1.05;0.1;1;0.02;0.5;0.55;1;0.5;1259;0.731347;0.529479;1.48928;0.731347;0.802085;1.13776;0;0;0;0.80005;0.000576007;0.976037;0.108852;./core_1196/iter_freqdep_10_12_2016_153624_811468296
0.525;0.05;0.1;0;0.5;0.525;1;0.5;2523187;0.63463;0.5235;1.46088;0.986248;0.53923;0.940837;0.397104;0.411721;0.29036;1.00765;1.84672e-06;0.9999;0.000129809;./core_1197/iter_freqdep_10_12_2016_153626_278869028
0.525;0.05;0.1;0.02;0.5;0.525;1;0.5;88910;0.99991;0.999009;1.4747;0.999921;0.539926;0.983952;0.563491;0.304775;0.290363;1.00848;3.45721e-10;0.9999;0.000111884;./core_1197/iter_freqdep_10_12_2016_153634_52563702
0.525;0.05;0.5;0;0.5;0.525;1;0.5;1997834;0.827398;0.516819;1.47898;0.999;0.547089;0.788275;0.212275;0.178865;0.142872;1.03091;3.14754e-07;0.9999;0.00011533;./core_1198/iter_freqdep_10_12_2016_153626_272628248
0.525;0.05;0.5;0.02;0.5;0.525;1;0.5;49845;0.999965;0.999014;1.51018;0.999909;0.549758;0.911226;0.308217;0.150026;0.142875;1.03589;4.84372e-10;0.9999;0.000113991;./core_1198/iter_freqdep_10_12_2016_153631_832522246
0.525;0.05;1;0;0.5;0.525;1;0.5;2002033;0.999;0.507138;1.528;0.999;0.552141;0.678944;0;0;0;1.05221;5.01017e-10;0.9999;0.000105101;./core_1199/iter_freqdep_10_12_2016_153619_353276840
0.525;0.05;1;0.02;0.5;0.525;1;0.5;35479;0.99994;0.999024;1.53973;0.99994;0.55655;0.808096;0;0;0;1.06012;6.45692e-10;0.9999;0.000116045;./core_1199/iter_freqdep_10_12_2016_153624_920056920
0.55;0.05;0.1;0;0.5;0.525;1;0.5;2519571;0.633902;0.523864;1.45958;0.999;0.5441;0.946204;0.384276;0.411364;0.29036;1.00632;1.86045e-06;0.9999;0.000135135;./core_1200/iter_freqdep_10_12_2016_153625_763996952
0.55;0.05;0.1;0.02;0.5;0.525;1;0.5;86818;0.999953;0.999009;1.4748;0.999905;0.541637;0.987171;0.659054;0.304789;0.290363;1.00687;3.64683e-10;0.9999;0.000117284;./core_1200/iter_freqdep_10_12_2016_153633_651255015
0.55;0.05;0.5;0;0.5;0.525;1;0.5;1886226;0.821461;0.51717;1.48219;0.999;0.556759;0.806768;0.212684;0.179553;0.142872;1.02464;3.4294e-07;0.9999;0.000121534;./core_1201/iter_freqdep_10_12_2016_153622_11691124
0.55;0.05;0.5;0.02;0.5;0.525;1;0.5;50326;0.999964;0.99901;1.50999;0.999918;0.558176;0.925459;0.29026;0.150027;0.142875;1.02727;5.08848e-10;0.9999;0.000119389;./core_1201/iter_freqdep_10_12_2016_153628_893510975
0.55;0.05;1;0;0.5;0.525;1;0.5;1897026;0.999;0.507474;1.53569;0.999;0.571978;0.710124;0;0;0;1.04045;5.24922e-10;0.9999;0.00011011;./core_1202/iter_freqdep_10_12_2016_153620_92972612
0.55;0.05;1;0.02;0.5;0.525;1;0.5;36237;0.9999;0.999016;1.54067;0.9999;0.573998;0.833433;0;0;0;1.04365;6.74283e-10;0.9999;0.000121447;./core_1202/iter_freqdep_10_12_2016_153625_604856567
0.575;0.05;0.1;0;0.5;0.525;1;0.5;2399178;0.629894;0.523909;1.46044;0.999;0.546003;0.950811;0.384838;0.412257;0.29036;1.00496;1.97336e-06;0.9999;0.000141798;./core_1203/iter_freqdep_10_12_2016_153614_857438027
0.575;0.05;0.1;0.02;0.5;0.525;1;0.5;84992;0.999949;0.99901;1.47483;0.999978;0.54332;0.990335;0.441791;0.304845;0.290363;1.00522;3.80055e-10;0.9999;0.000122673;./core_1203/iter_freqdep_10_12_2016_153622_417003766
0.575;0.05;0.5;0;0.5;0.525;1;0.5;1786515;0.815276;0.517527;1.48508;0.999;0.56618;0.825048;0.213111;0.180262;0.142872;1.01819;3.73098e-07;0.9999;0.000127853;./core_1204/iter_freqdep_10_12_2016_153623_794003949
0.575;0.05;0.5;0.02;0.5;0.525;1;0.5;51052;0.999927;0.999014;1.50954;0.999946;0.566358;0.939299;0.224236;0.150026;0.142875;1.01862;5.2625e-10;0.9999;0.000124698;./core_1204/iter_freqdep_10_12_2016_153629_455616669
0.575;0.05;1;0;0.5;0.525;1;0.5;1811978;0.999;0.507805;1.54226;0.999;0.591014;0.74076;0;0;0;1.02831;5.4883e-10;0.9999;0.00011512;./core_1205/iter_freqdep_10_12_2016_153624_512835626
0.575;0.05;1;0.02;0.5;0.525;1;0.5;37221;0.999989;0.999024;1.54071;0.999989;0.590577;0.857525;0;0;0;1.02712;7.01221e-10;0.9999;0.000126728;./core_1205/iter_freqdep_10_12_2016_153630_306126993
