c;pinit;d;v;time;vh_1;vd_1;p;vd_0;rdd;rhd;rhh;f_1;f_0;vh_2;file
0.71;0.33;0.5;0.43;3115;1.20306;0.894972;0.72169;1.0603;0.0233533;0.143645;0.215455;0.439118;0.0614842;0.949477;./core_325/iter_freqdep_16_9_2016_160452_792407504
0.71;0.33;1;0.43;2259;1.22281;0.941151;0.690411;1.07574;-0;-0;-0;0.467099;0.0760487;0.903571;./core_325/iter_freqdep_16_9_2016_160453_650230501
0.73;0.33;0.1;0.43;3438;1.18498;0.856618;0.890281;1.03083;0.00744551;0.147604;0.707475;0.218701;0.00978621;0.993712;./core_325/iter_freqdep_16_9_2016_160454_455056702
0.73;0.33;0.5;0.43;3051;1.20186;0.893353;0.708633;1.05876;0.0255812;0.148719;0.210385;0.453171;0.0676527;0.946681;./core_325/iter_freqdep_16_9_2016_160455_373936104
0.73;0.33;1;0.43;2199;1.22081;0.938763;0.677387;1.07326;-0;-0;-0;0.479435;0.0829052;0.89872;./core_326/iter_freqdep_16_9_2016_160455_528181399
0.75;0.33;0.1;0.43;3455;1.18507;0.856624;0.883631;1.03113;0.00844767;0.156412;0.70061;0.231447;0.0110668;0.993176;./core_326/iter_freqdep_16_9_2016_160456_454144453
0.75;0.33;0.5;0.43;2988;1.20072;0.891805;0.696211;1.05728;0.0277873;0.153378;0.205562;0.465938;0.0738182;0.943978;./core_326/iter_freqdep_16_9_2016_160457_362623888
0.75;0.33;1;0.43;2140;1.21893;0.93651;0.665057;1.07092;-0;-0;-0;0.490515;0.0896956;0.894034;./core_326/iter_freqdep_16_9_2016_160458_40431712
0.77;0.33;0.1;0.43;3471;1.18513;0.856605;0.877066;1.0314;0.0095054;0.165067;0.693834;0.243924;0.0124137;0.992631;./core_326/iter_freqdep_16_9_2016_160458_627859575
0.77;0.33;0.5;0.43;2925;1.19964;0.890325;0.684382;1.05587;0.0299649;0.157657;0.200968;0.477541;0.079961;0.941362;./core_326/iter_freqdep_16_9_2016_160459_59795258
0.77;0.33;1;0.43;2083;1.21715;0.93438;0.653368;1.06871;-0;-0;-0;0.500475;0.0964053;0.889504;./core_326/iter_freqdep_16_9_2016_160459_418993717
0.79;0.33;0.1;0.43;3487;1.18517;0.856563;0.870585;1.03164;0.0106166;0.173565;0.687147;0.256129;0.0138242;0.99208;./core_326/iter_freqdep_16_9_2016_160459_789234086
0.79;0.33;0.5;0.43;2864;1.1986;0.888909;0.673109;1.05452;0.0321087;0.161588;0.196589;0.488091;0.0860645;0.93883;./core_326/iter_freqdep_16_9_2016_160500_376014638
0.79;0.33;1;0.43;2028;1.21548;0.932365;0.642271;1.06662;-0;-0;-0;0.509435;0.103023;0.885119;./core_326/iter_freqdep_16_9_2016_160500_931832799
0.81;0.33;0.1;0.43;3502;1.18519;0.856499;0.864188;1.03185;0.0117791;0.181904;0.680551;0.26806;0.0152955;0.991523;./core_327/iter_freqdep_16_9_2016_162625_185422393
0.81;0.33;0.5;0.43;2803;1.19762;0.887556;0.662356;1.05322;0.0342145;0.165201;0.192408;0.497688;0.0921153;0.936377;./core_327/iter_freqdep_16_9_2016_162625_295325622
0.81;0.33;1;0.43;1976;1.21389;0.930454;0.631722;1.06464;-0;-0;-0;0.517501;0.10954;0.880869;./core_327/iter_freqdep_16_9_2016_162625_371900728
0.83;0.33;0.1;0.43;3517;1.1852;0.856414;0.857877;1.03203;0.0129907;0.190082;0.674048;0.279713;0.016825;0.990962;./core_327/iter_freqdep_16_9_2016_162625_442336952
0.83;0.33;0.5;0.43;2743;1.19668;0.886261;0.65209;1.05198;0.0362792;0.168523;0.188414;0.506421;0.0981023;0.933999;./core_327/iter_freqdep_16_9_2016_162625_557517416
0.83;0.33;1;0.43;1931;1.2124;0.928641;0.62168;1.06276;-0;-0;-0;0.524765;0.115949;0.876748;./core_327/iter_freqdep_16_9_2016_162625_629078824
0.85;0.33;0.1;0.43;3531;1.18518;0.856311;0.851651;1.03217;0.0142489;0.198097;0.66764;0.291087;0.0184097;0.990397;./core_327/iter_freqdep_16_9_2016_162625_684920334
0.85;0.33;0.5;0.43;2685;1.19579;0.885021;0.642281;1.05079;0.0383007;0.171578;0.184594;0.514371;0.104016;0.931693;./core_327/iter_freqdep_16_9_2016_162625_790541947
0.85;0.33;1;0.43;1887;1.21098;0.926918;0.612111;1.06097;-0;-0;-0;0.531309;0.122246;0.872748;./core_327/iter_freqdep_16_9_2016_162625_859540936
0.87;0.33;0.1;0.43;3544;1.18515;0.856189;0.845512;1.0323;0.0155514;0.205947;0.661326;0.302182;0.0200469;0.989829;./core_327/iter_freqdep_16_9_2016_162625_911768102
0.87;0.33;0.5;0.43;2628;1.19494;0.883834;0.6329;1.04965;0.0402774;0.174389;0.180937;0.521609;0.10985;0.929454;./core_328/iter_freqdep_16_9_2016_160449_635174999
0.87;0.33;1;0.43;1844;1.20963;0.925278;0.602982;1.05927;-0;-0;-0;0.537206;0.128426;0.868861;./core_328/iter_freqdep_16_9_2016_160450_64544244
0.89;0.33;0.1;0.43;3557;1.18511;0.856051;0.839459;1.0324;0.0168957;0.213632;0.655108;0.312997;0.0217335;0.98926;./core_328/iter_freqdep_16_9_2016_160450_403702554
0.89;0.33;0.5;0.43;2577;1.19413;0.882696;0.623922;1.04856;0.0422083;0.176976;0.177435;0.5282;0.115598;0.927279;./core_328/iter_freqdep_16_9_2016_160451_71774648
0.89;0.33;1;0.43;1802;1.20835;0.923716;0.594263;1.05765;-0;-0;-0;0.542518;0.134489;0.865082;./core_328/iter_freqdep_16_9_2016_160451_803148754
0.91;0.33;0.1;0.43;3568;1.18505;0.855898;0.833492;1.03247;0.0182793;0.22115;0.648985;0.323533;0.0234669;0.988689;./core_328/iter_freqdep_16_9_2016_160452_539533657
0.91;0.33;0.5;0.43;2526;1.19335;0.881606;0.615323;1.04752;0.0440929;0.179357;0.174078;0.534202;0.121257;0.925166;./core_328/iter_freqdep_16_9_2016_160453_422919037
0.91;0.33;1;0.43;1760;1.20713;0.922226;0.585928;1.05611;-0;-0;-0;0.547302;0.140432;0.861404;./core_328/iter_freqdep_16_9_2016_160454_189132194
0.93;0.33;0.1;0.43;3579;1.18498;0.855731;0.827612;1.03252;0.0196995;0.228501;0.642959;0.333791;0.025244;0.988119;./core_328/iter_freqdep_16_9_2016_160454_959117762
0.93;0.33;0.5;0.43;2476;1.19261;0.88056;0.607079;1.04651;0.0459309;0.181549;0.170856;0.539669;0.126821;0.923111;./core_328/iter_freqdep_16_9_2016_160455_774335418
0.93;0.33;1;0.43;1719;1.20597;0.920804;0.577951;1.05464;-0;-0;-0;0.55161;0.146255;0.857823;./core_329/iter_freqdep_16_9_2016_160459_779510074
0.95;0.33;0.1;0.43;3589;1.1849;0.855551;0.821818;1.03256;0.021154;0.235684;0.637029;0.343772;0.027062;0.987549;./core_329/iter_freqdep_16_9_2016_160500_262380907
0.95;0.33;0.5;0.43;2426;1.19191;0.879556;0.599171;1.04555;0.0477227;0.183567;0.167764;0.544646;0.13229;0.921112;./core_329/iter_freqdep_16_9_2016_160500_819816351
0.95;0.33;1;0.43;1678;1.20487;0.919445;0.570309;1.05323;-0;-0;-0;0.555486;0.151958;0.854334;./core_329/iter_freqdep_16_9_2016_160501_315811891
0.97;0.33;0.1;0.43;3599;1.18481;0.855359;0.816112;1.03257;0.0226401;0.242701;0.631196;0.353479;0.028918;0.986981;./core_329/iter_freqdep_16_9_2016_160501_903202483
0.97;0.33;0.5;0.43;2377;1.19123;0.878592;0.591579;1.04462;0.0494686;0.185425;0.164794;0.549178;0.137662;0.919165;./core_329/iter_freqdep_16_9_2016_160502_540761489
0.97;0.33;1;0.43;1637;1.20381;0.918145;0.562983;1.05188;-0;-0;-0;0.55897;0.157542;0.850932;./core_329/iter_freqdep_16_9_2016_160503_118047032
0.99;0.33;0.1;0.43;3607;1.1847;0.855156;0.810493;1.03257;0.0241554;0.249551;0.625458;0.362915;0.0308093;0.986415;./core_329/iter_freqdep_16_9_2016_160503_722445659
0.99;0.33;0.5;0.43;2329;1.19058;0.877666;0.584285;1.04373;0.0511691;0.187136;0.161938;0.553303;0.142935;0.917269;./core_329/iter_freqdep_16_9_2016_160504_413804276
0.99;0.33;1;0.43;1595;1.20281;0.916899;0.555953;1.05059;-0;-0;-0;0.562099;0.163007;0.847614;./core_329/iter_freqdep_16_9_2016_160504_973212594
0.01;0.33;0.1;0.45;769;1.17312;0.818311;0.999568;0.987378;3.25102e-07;0.000849275;0.539871;0.00143509;4.71644e-07;1.00001;./core_330/iter_freqdep_16_9_2016_162624_435375510
0.01;0.33;0.5;0.45;377;1.15468;0.798768;0.9999;0.939666;1.85443e-10;1.34192e-05;0.242229;5.10831e-05;8.72824e-10;1;./core_330/iter_freqdep_16_9_2016_162624_704882762
0.01;0.33;1;0.45;262;1.14786;0.779996;0.9999;0.893229;-0;-0;-0;0.000804505;1.48984e-07;1.00003;./core_330/iter_freqdep_16_9_2016_162624_991077624
0.03;0.33;0.1;0.45;780;1.17389;0.819503;0.999608;0.988966;2.91586e-07;0.000812731;0.55064;0.00136809;4.23297e-07;1;./core_330/iter_freqdep_16_9_2016_162625_140294270
0.03;0.33;0.5;0.45;387;1.16329;0.804949;0.9999;0.948135;2.30773e-09;4.76851e-05;0.246076;0.000167817;6.77781e-09;1;./core_330/iter_freqdep_16_9_2016_162625_199630351
0.03;0.33;1;0.45;270;1.15267;0.789998;0.9999;0.904677;-0;-0;-0;0.000167861;6.78189e-09;1;./core_330/iter_freqdep_16_9_2016_162625_234594008
0.05;0.33;0.1;0.45;792;1.17465;0.820699;0.999783;0.990554;1.79338e-07;0.000644045;0.561723;0.00108093;2.61279e-07;1;./core_330/iter_freqdep_16_9_2016_162625_261363824
0.05;0.33;0.5;0.45;397;1.16802;0.810575;0.9999;0.955347;8.28701e-08;0.000288263;0.249809;0.000986465;2.17877e-07;1.00001;./core_330/iter_freqdep_16_9_2016_162625_322062465
0.05;0.33;1;0.45;277;1.16115;0.799967;0.9999;0.916105;-0;-0;-0;0.00132066;3.89794e-07;1.00003;./core_330/iter_freqdep_16_9_2016_162625_357607498
0.07;0.33;0.1;0.45;804;1.17544;0.821887;0.999616;0.992146;2.73123e-07;0.00080303;0.572563;0.00134083;3.96584e-07;1;./core_330/iter_freqdep_16_9_2016_162625_385495062
0.07;0.33;0.5;0.45;409;1.15518;0.813837;0.9999;0.957003;3.57566e-12;2.29953e-06;0.253918;1.30413e-05;2.33245e-10;1;./core_331/iter_freqdep_16_9_2016_160455_492806475
0.07;0.33;1;0.45;286;1.16571;0.809998;0.9999;0.927579;-0;-0;-0;7.60574e-05;1.60962e-09;1;./core_331/iter_freqdep_16_9_2016_160456_288999598
0.09;0.33;0.1;0.45;817;1.17622;0.823075;0.999532;0.993736;3.23831e-07;0.000883415;0.58365;0.00146842;4.69672e-07;1;./core_331/iter_freqdep_16_9_2016_160457_47977436
0.09;0.33;0.5;0.45;421;1.17519;0.821567;0.9999;0.96909;2.90885e-08;0.000173473;0.25774;0.000593783;7.74757e-08;1;./core_331/iter_freqdep_16_9_2016_160457_767357582
0.09;0.33;1;0.45;295;1.17414;0.819974;0.9999;0.939008;-0;-0;-0;0.000594692;7.77654e-08;1;./core_331/iter_freqdep_16_9_2016_160458_325705263
0.11;0.33;0.1;0.45;831;1.177;0.824265;0.99949;0.995324;3.46535e-07;0.000923268;0.594945;0.00152795;5.02297e-07;0.999999;./core_331/iter_freqdep_16_9_2016_160458_688105273
0.11;0.33;0.5;0.45;434;1.17881;0.827038;0.9999;0.975944;1.11369e-07;0.000342074;0.261583;0.00116378;2.919e-07;0.999997;./core_331/iter_freqdep_16_9_2016_160459_55646868
0.11;0.33;1;0.45;305;1.18076;0.829968;0.9999;0.950454;-0;-0;-0;0.000584866;7.43249e-08;0.999997;./core_331/iter_freqdep_16_9_2016_160459_324846000
0.13;0.33;0.1;0.45;846;1.17777;0.825454;0.999447;0.996912;3.70294e-07;0.000964187;0.606398;0.00158867;5.36468e-07;0.999997;./core_331/iter_freqdep_16_9_2016_160459_645315318
0.13;0.33;0.5;0.45;449;1.18259;0.832589;0.9999;0.982902;1.10265e-08;0.000108438;0.265743;0.000371936;2.99855e-08;0.999997;./core_331/iter_freqdep_16_9_2016_160500_35087941
0.13;0.33;1;0.45;316;1.18762;0.839979;0.9999;0.961914;-0;-0;-0;0.000334655;2.44034e-08;0.999995;./core_332/iter_freqdep_16_9_2016_160415_645911251
0.15;0.33;0.1;0.45;863;1.17855;0.82666;0.999729;0.998513;1.73726e-07;0.000667266;0.618492;0.00109651;2.53001e-07;0.999997;./core_332/iter_freqdep_16_9_2016_160415_752618878
0.15;0.33;0.5;0.45;464;1.18594;0.837987;0.999951;0.989639;2.01157e-07;0.000466758;0.269485;0.00158072;5.25033e-07;0.999981;./core_332/iter_freqdep_16_9_2016_160415_917609697
0.15;0.33;1;0.45;328;1.1955;0.849989;0.9999;0.973376;-0;-0;-0;0.000148445;5.02844e-09;0.999997;./core_332/iter_freqdep_16_9_2016_160416_77989216
0.17;0.33;0.1;0.45;880;1.17933;0.827841;0.999538;1.00009;2.82699e-07;0.000859857;0.630072;0.00140528;4.1018e-07;0.999995;./core_332/iter_freqdep_16_9_2016_160416_185617456
0.17;0.33;0.5;0.45;482;1.1898;0.843567;0.9999;0.996639;2.35799e-08;0.000161022;0.27376;0.00054788;6.29598e-08;0.999991;./core_332/iter_freqdep_16_9_2016_160416_350204017
0.17;0.33;1;0.45;341;1.20112;0.859971;0.9999;0.984809;-0;-0;-0;0.000343392;2.50583e-08;0.99999;./core_332/iter_freqdep_16_9_2016_160416_457475515
0.19;0.33;0.1;0.45;899;1.1801;0.829034;0.99955;1.00169;2.64335e-07;0.000839954;0.642128;0.00136693;3.83686e-07;0.999994;./core_332/iter_freqdep_16_9_2016_160416_584060269
0.19;0.33;0.5;0.45;501;1.1934;0.849056;0.9999;1.00351;2.81819e-08;0.000177361;0.277813;0.000601925;7.49972e-08;0.999987;./core_332/iter_freqdep_16_9_2016_160416_732857686
0.19;0.33;1;0.45;355;1.2068;0.86988;0.9999;0.996166;-0;-0;-0;0.0012437;3.17943e-07;0.999952;./core_332/iter_freqdep_16_9_2016_160416_868727546
0.21;0.33;0.1;0.45;919;1.18087;0.830213;0.999355;1.00326;3.99704e-07;0.00104327;0.654022;0.00168898;5.78663e-07;0.999991;./core_333/iter_freqdep_16_9_2016_160459_778690512
0.21;0.33;0.5;0.45;522;1.19697;0.854538;0.9999;1.01036;3.64807e-08;0.000203302;0.281884;0.000688041;9.66924e-08;0.999982;./core_333/iter_freqdep_16_9_2016_160500_247830094
0.21;0.33;1;0.45;371;1.21329;0.879859;0.9999;1.00759;-0;-0;-0;0.00131399;3.50754e-07;0.999939;./core_333/iter_freqdep_16_9_2016_160500_698798146
0.23;0.33;0.1;0.45;942;1.18165;0.831414;0.999495;1.00486;2.7916e-07;0.00088083;0.666659;0.00142054;4.04975e-07;0.999991;./core_333/iter_freqdep_16_9_2016_160501_110992094
0.23;0.33;0.5;0.45;545;1.2003;0.859953;0.999977;1.01711;1.19418e-07;0.000370543;0.28586;0.00124748;3.12612e-07;0.999962;./core_333/iter_freqdep_16_9_2016_160501_721994472
0.23;0.33;1;0.45;389;1.21986;0.889856;0.9999;1.01904;-0;-0;-0;0.00121447;2.96387e-07;0.999933;./core_333/iter_freqdep_16_9_2016_160502_225371832
0.25;0.33;0.1;0.45;966;1.18242;0.832589;0.999276;1.00643;4.39881e-07;0.00111673;0.67885;0.00179139;6.36363e-07;0.999987;./core_333/iter_freqdep_16_9_2016_160502_710504314
0.25;0.33;0.5;0.45;571;1.20379;0.865398;0.999733;1.02391;1.95604e-07;0.000477669;0.289908;0.0016038;5.10363e-07;0.999944;./core_333/iter_freqdep_16_9_2016_160503_323341625
0.25;0.33;1;0.45;409;1.22619;0.89979;0.9999;1.03042;-0;-0;-0;0.00161975;5.20636e-07;0.999898;./core_333/iter_freqdep_16_9_2016_160503_961578496
0.27;0.33;0.1;0.45;994;1.1832;0.833791;0.999405;1.00803;3.19335e-07;0.000961251;0.691865;0.00153575;4.6276e-07;0.999987;./core_333/iter_freqdep_16_9_2016_160504_498710339
0.27;0.33;0.5;0.45;601;1.20741;0.870904;0.999793;1.0308;1.49789e-07;0.000421068;0.294124;0.001412;3.91452e-07;0.999945;./core_334/iter_freqdep_16_9_2016_162625_166834776
0.27;0.33;1;0.45;432;1.23265;0.909759;0.999888;1.04184;-0;-0;-0;0.0017063;5.7129e-07;0.999878;./core_334/iter_freqdep_16_9_2016_162625_206024795
0.29;0.33;0.1;0.45;1025;1.18398;0.834986;0.999438;1.00963;2.80298e-07;0.000909731;0.704912;0.00144708;4.06471e-07;0.999986;./core_334/iter_freqdep_16_9_2016_162625_234488817
0.29;0.33;0.5;0.45;635;1.21092;0.876362;0.999635;1.03762;1.93608e-07;0.000482146;0.298261;0.00161321;5.05113e-07;0.999929;./core_334/iter_freqdep_16_9_2016_162625_296416890
0.29;0.33;1;0.45;459;1.23948;0.919823;0.9999;1.05336;-0;-0;-0;0.00115863;2.61004e-07;0.999908;./core_334/iter_freqdep_16_9_2016_162625_335692793
0.31;0.33;0.1;0.45;1059;1.18474;0.836159;0.999235;1.0112;4.28112e-07;0.00113548;0.717673;0.00179644;6.19258e-07;0.999981;./core_334/iter_freqdep_16_9_2016_162625_366001798
0.31;0.33;0.5;0.45;675;1.21455;0.881867;0.999675;1.04451;1.54166e-07;0.00043335;0.302527;0.00144797;4.02708e-07;0.99993;./core_334/iter_freqdep_16_9_2016_162625_420678793
0.31;0.33;1;0.45;490;1.24581;0.929769;0.999902;1.06475;-0;-0;-0;0.00140457;3.79031e-07;0.999876;./core_334/iter_freqdep_16_9_2016_162625_458132380
0.33;0.33;0.1;0.45;1099;1.18551;0.837345;0.999185;1.01278;4.55741e-07;0.00118335;0.730941;0.00186316;6.58936e-07;0.999979;./core_334/iter_freqdep_16_9_2016_162625_487572066
0.33;0.33;0.5;0.45;722;1.21806;0.887325;0.999533;1.05133;1.9068e-07;0.000485357;0.306725;0.00161824;4.97414e-07;0.999915;./core_334/iter_freqdep_16_9_2016_162625_557237362
0.33;0.33;1;0.45;527;1.25215;0.939705;0.99968;1.07613;-0;-0;-0;0.00167311;5.31713e-07;0.999839;./core_335/iter_freqdep_16_9_2016_160455_516979248
0.35;0.33;0.1;0.45;1147;1.18629;0.838544;0.99926;1.01438;3.7073e-07;0.00107817;0.7447;0.00168999;5.36522e-07;0.999979;./core_335/iter_freqdep_16_9_2016_160456_370511379
0.35;0.33;0.5;0.45;779;1.22155;0.89277;0.999349;1.05813;2.51724e-07;0.000561563;0.310926;0.00186818;6.55669e-07;0.999893;./core_335/iter_freqdep_16_9_2016_160457_226553741
0.35;0.33;1;0.45;573;1.25888;0.949747;0.999773;1.08763;-0;-0;-0;0.00134624;3.40902e-07;0.999859;./core_335/iter_freqdep_16_9_2016_160457_898806923
0.37;0.33;0.1;0.45;1204;1.18705;0.839725;0.999154;1.01595;4.44797e-07;0.00119278;0.758262;0.0018601;6.43001e-07;0.999975;./core_335/iter_freqdep_16_9_2016_160458_494280824
0.37;0.33;0.5;0.45;852;1.22527;0.898315;0.999508;1.06507;1.52209e-07;0.000439801;0.315349;0.00146172;3.97483e-07;0.99991;./core_335/iter_freqdep_16_9_2016_160458_911394427
0.37;0.33;1;0.45;631;1.26532;0.959713;0.999643;1.09904;-0;-0;-0;0.00143393;3.82596e-07;0.999838;./core_335/iter_freqdep_16_9_2016_160459_235582513
0.39;0.33;0.1;0.45;1277;1.18782;0.84091;0.999093;1.01754;4.80865e-07;0.00125266;0.772139;0.00194374;6.94766e-07;0.999972;./core_335/iter_freqdep_16_9_2016_160459_605061705
0.39;0.33;0.5;0.45;947;1.22866;0.903725;0.999235;1.07183;2.50416e-07;0.000567978;0.31955;0.00188274;6.5207e-07;0.999875;./core_335/iter_freqdep_16_9_2016_160500_12139467
0.39;0.33;1;0.45;709;1.27179;0.969687;0.999538;1.11046;-0;-0;-0;0.00147255;3.99237e-07;0.999822;./core_335/iter_freqdep_16_9_2016_160500_531839575
0.41;0.33;0.1;0.45;1379;1.1886;0.842104;0.999114;1.01913;4.38526e-07;0.00120837;0.786447;0.00186606;6.33748e-07;0.999971;./core_336/iter_freqdep_16_9_2016_160424_170472769
0.41;0.33;0.5;0.45;1086;1.23221;0.909199;0.999165;1.07867;2.5525e-07;0.00057741;0.323898;0.00191049;6.64471e-07;0.999865;./core_336/iter_freqdep_16_9_2016_160424_335466534
0.41;0.33;1;0.45;823;1.27797;0.979572;0.999232;1.12179;-0;-0;-0;0.00190219;6.58823e-07;0.999755;./core_336/iter_freqdep_16_9_2016_160424_476214250
0.43;0.33;0.1;0.45;1544;1.18936;0.843287;0.999043;1.02071;4.82722e-07;0.00128052;0.800747;0.00196738;6.97056e-07;0.999968;./core_336/iter_freqdep_16_9_2016_160424_588400424
0.43;0.33;0.5;0.45;1330;1.23576;0.91467;0.999085;1.08551;2.64797e-07;0.000592155;0.32827;0.00195564;6.89014e-07;0.999853;./core_336/iter_freqdep_16_9_2016_160424_783913135
0.43;0.33;1;0.45;1029;1.28447;0.989554;0.999159;1.13322;-0;-0;-0;0.00187379;6.3269e-07;0.999743;./core_336/iter_freqdep_16_9_2016_160424_965500544
0.45;0.33;0.1;0.45;2144;1.19013;0.844474;0.999003;1.02229;4.97309e-07;0.00131282;0.815361;0.00200675;7.17172e-07;0.999965;./core_336/iter_freqdep_16_9_2016_160425_126844511
0.45;0.33;0.5;0.45;3180;1.23928;0.920131;0.998981;1.09233;2.87262e-07;0.000620969;0.332654;0.00204686;7.4591e-07;0.999836;./core_336/iter_freqdep_16_9_2016_160425_346862425
0.45;0.33;1;0.45;2212;1.29087;0.999498;0.999005;1.14461;-0;-0;-0;0.00200297;7.14491e-07;0.999709;./core_336/iter_freqdep_16_9_2016_160425_555832053
0.47;0.33;0.1;0.45;3018;1.19063;0.845022;0.992261;1.02329;3.01453e-05;0.0101907;0.811035;0.0155196;4.29867e-05;0.999718;./core_336/iter_freqdep_16_9_2016_160425_729285784
0.47;0.33;0.5;0.45;3786;1.23719;0.918035;0.97399;1.0906;0.000188296;0.0156145;0.320674;0.0511674;0.000484982;0.995766;./core_337/iter_freqdep_16_9_2016_160431_638096314
0.47;0.33;1;0.45;3245;1.2842;0.993062;0.966995;1.13791;-0;-0;-0;0.0644589;0.000780848;0.990325;./core_337/iter_freqdep_16_9_2016_160431_859047759
0.49;0.33;0.1;0.45;3036;1.19118;0.845477;0.984708;1.02422;0.000119495;0.0201827;0.804137;0.0307129;0.000169321;0.999415;./core_337/iter_freqdep_16_9_2016_160432_58676015
0.49;0.33;0.5;0.45;3738;1.23536;0.915659;0.949285;1.08859;0.000722959;0.0300524;0.309221;0.098103;0.00186003;0.991587;./core_337/iter_freqdep_16_9_2016_160432_219188826
0.49;0.33;1;0.45;3128;1.2786;0.986741;0.93671;1.13131;-0;-0;-0;0.120798;0.00289652;0.981277;./core_337/iter_freqdep_16_9_2016_160432_446123503
0.51;0.33;0.1;0.45;3051;1.1917;0.845893;0.977232;1.02511;0.000268809;0.0301111;0.797193;0.0457898;0.000378668;0.999088;./core_337/iter_freqdep_16_9_2016_160432_666835989
0.51;0.33;0.5;0.45;3684;1.2335;0.913245;0.925767;1.08649;0.00156176;0.0434314;0.298739;0.141205;0.00401812;0.987473;./core_337/iter_freqdep_16_9_2016_160432_999054278
0.51;0.33;1;0.45;3020;1.2735;0.980948;0.9088;1.12525;-0;-0;-0;0.170282;0.00606413;0.972775;./core_337/iter_freqdep_16_9_2016_160433_334693405
0.53;0.33;0.1;0.45;3067;1.19217;0.846271;0.969843;1.02594;0.000478333;0.0399554;0.790245;0.0607165;0.000670066;0.998738;./core_337/iter_freqdep_16_9_2016_160433_653632996
0.53;0.33;0.5;0.45;3626;1.23164;0.91083;0.903418;1.08435;0.00266191;0.0558056;0.289094;0.180678;0.00685458;0.983447;./core_337/iter_freqdep_16_9_2016_160433_971784423
0.53;0.33;1;0.45;2919;1.26884;0.975618;0.882996;1.11969;-0;-0;-0;0.213901;0.0100582;0.964759;./core_338/iter_freqdep_16_9_2016_160459_767219814
0.55;0.33;0.1;0.45;3081;1.19261;0.846612;0.962543;1.02673;0.00074815;0.0497076;0.783306;0.0754786;0.00104244;0.998367;./core_338/iter_freqdep_16_9_2016_160500_247619037
0.55;0.33;0.5;0.45;3565;1.22981;0.908441;0.8822;1.0822;0.00398244;0.067236;0.280175;0.216762;0.0102713;0.979524;./core_338/iter_freqdep_16_9_2016_160500_778587913
0.55;0.33;1;0.45;2825;1.26456;0.970701;0.85907;1.11455;-0;-0;-0;0.252476;0.014698;0.957177;./core_338/iter_freqdep_16_9_2016_160501_281598343
0.57;0.33;0.1;0.45;3097;1.19302;0.846917;0.95533;1.02746;0.00107814;0.0593606;0.776388;0.0900635;0.00149455;0.997975;./core_338/iter_freqdep_16_9_2016_160501_908825239
0.57;0.33;0.5;0.45;3503;1.22801;0.906098;0.862066;1.08006;0.00548531;0.0777854;0.271887;0.249708;0.0141783;0.975711;./core_338/iter_freqdep_16_9_2016_160502_558774188
0.57;0.33;1;0.45;2739;1.26061;0.96615;0.836822;1.1098;-0;-0;-0;0.286691;0.0198382;0.949986;./core_338/iter_freqdep_16_9_2016_160503_193908993
0.59;0.33;0.1;0.45;3112;1.19338;0.847186;0.948204;1.02815;0.00146806;0.0689091;0.769498;0.104461;0.00202507;0.997565;./core_338/iter_freqdep_16_9_2016_160503_848771040
0.59;0.33;0.5;0.45;3439;1.22627;0.903813;0.842966;1.07796;0.00713616;0.087516;0.264155;0.279766;0.0184944;0.972015;./core_338/iter_freqdep_16_9_2016_160504_532421828
0.59;0.33;1;0.45;2656;1.25696;0.961926;0.816083;1.10539;-0;-0;-0;0.317123;0.0253615;0.943149;./core_338/iter_freqdep_16_9_2016_160505_283565915
0.61;0.33;0.1;0.45;3127;1.19371;0.847421;0.941164;1.02879;0.00191743;0.078348;0.762645;0.118662;0.00263251;0.997136;./core_339/iter_freqdep_16_9_2016_162621_199778491
0.61;0.33;0.5;0.45;3375;1.22459;0.901596;0.824845;1.07591;0.00890438;0.0964882;0.256914;0.307178;0.0231473;0.968436;./core_339/iter_freqdep_16_9_2016_162621_450172301
0.61;0.33;1;0.45;2580;1.25358;0.957996;0.796704;1.10129;-0;-0;-0;0.344259;0.0311729;0.936633;./core_339/iter_freqdep_16_9_2016_162621_747076995
0.63;0.33;0.1;0.45;3142;1.19401;0.847623;0.934211;1.02939;0.00242567;0.0876721;0.755834;0.132657;0.00331529;0.996691;./core_339/iter_freqdep_16_9_2016_162622_92386743
